15822,14310.45525638443
15840,14923.939371510034
15863,15304.14161819588
15885,15471.871794125094
15903,15563.702647141326
15912,18407.752118005927
15930,14799.21321462341
15957,13729.511872275949
15844,23887.591103444985
15940,26361.580812712928
15891,28649.087589387258
15852,23962.81288827235
15916,23713.519240006477
15908,26140.355727333226
15827,24951.685280534413
15859,31166.903073681613
15877,28813.838157530157
15905,29531.444801753347
15842,35079.78928875191
15921,30322.205697757792
15950,30215.795012416067
15824,29084.832799418666
15967,35675.70023096509
15883,4560.35576152064
15846,8517.87664873115
15898,8433.889144436675
15866,8098.411621368424
15829,4842.958489220552
15974,9391.977173901329
15919,8235.037387767294
15934,8302.407494552817
15907,10845.458591333916
15961,11378.679609065397
15953,11217.070775077673
15851,11259.086852232474
15937,11256.349746523338
15871,11174.60933577736
15890,11099.75056014065
15834,11007.289191905425
15962,19919.748138392686
15836,21003.565032278417
15854,20612.09095156311
15933,13286.854287779217
15955,14857.205992681835
15925,14876.561599700844
15972,15061.180813771938
15910,14837.392717457888
15838,15033.05966198364
15855,14335.219024038746
15947,14806.356110843715
15875,15717.560390737724
15857,15955.717934763456
15902,15348.637453114665
15918,15601.15825570639
15882,15772.302251695692
15973,15419.419911391156
15958,11341.719753095753
15939,10174.358432674433
15906,11663.729894886483
15860,11104.287889467189
15922,11678.055872723962
15825,11694.059334948925
15887,11476.027130886803
15843,11398.79945850262
15862,12770.89561557623
15847,13474.105930820166
15965,14815.626248015127
15920,13446.117751856927
15943,12929.83726256638
15830,13221.230694964821
15935,13452.623733078042
15884,12820.349959546003
15894,10946.284609887294
15926,11042.499052638073
15914,11184.71749024443
15951,10949.324488536933
15831,11169.05651027503
15849,11052.744719047143
15968,11012.837689298825
15944,15664.748529902836
15878,16475.64581027587
15832,19124.548063536524
15869,14632.161739876357
15959,16079.594312106305
15928,15496.76823126687
15848,16048.13388966148
15899,15833.669156510932
15915,25269.884589080448
15833,25669.110615030622
15889,27511.090652876148
15936,27306.900365129288
15870,27369.489573639134
15960,29587.498022867647
15881,12813.561099953657
15876,15812.412676581498
15858,15857.433274084358
15913,15218.672523746109
15970,22601.449506781373
15823,15608.313407465568
15841,15024.694089869648
15904,15366.480583534556
15949,15828.519388700946
15966,15590.646376127303
15828,14455.27754734174
15932,14489.982279575874
15897,13394.05860899494
15880,14448.93567377852
15963,14021.898630877748
15845,14527.979479319432
15861,14392.212587581384
15942,14000.996996616843
15969,26496.73289817448
15850,28599.09274008871
15895,21669.077672831634
15888,21102.357617988226
15927,25080.21615479891
15868,22121.405335263622
15952,27782.108990592107
16273,6125.163240777455
16297,5872.565007006931
16320,5860.910490958063
16365,6161.368266999333
16387,5798.094116910932
16395,6414.836316307779
16417,5809.7486329598
15867,10248.29164035904
16252,4729.955770112554
15853,15193.963340632683
15971,14574.595240349323
15892,15133.64997159078
15909,15101.108289198022
15954,15032.895900166897
15923,15187.166483078228
15964,26187.562054761303
15901,27378.671514098867
15874,24486.144517264598
15945,24636.480678928663
15865,25012.149790940297
15893,25191.535295102058
15941,13570.228874666107
15879,12269.07041756641
15864,13579.227808119844
15924,12731.561209995207
15873,26463.597670179686
15929,12169.612545852468
15900,13501.445657553855
15856,15454.0
16265,5719.975280525507
16241,5690.793554257953
16298,5680.440667980766
16284,5816.168457711074
16330,5934.647116055373
16372,5694.310999287191
16408,5864.131817253353
16383,6815.180552031252
16338,6689.592808398007
16283,6862.670949186838
16261,7076.823518088329
16405,6805.198520677776
16239,6898.365671531332
16361,6782.63110697677
16317,6824.615849883316
16427,6794.93731623056
16369,3673.8016232592913
16243,3667.428674156649
16291,3673.8016232592913
16266,3732.608329953771
16401,3667.225027293735
16312,3699.830736819994
16423,3614.1676107193184
16418,7468.428317736487
16353,7361.506036789461
16396,7367.297314829388
16321,7380.458475395224
16299,7936.613590069297
16373,7455.358161299421
16246,7700.235993395592
16280,8494.697884102006
16341,7447.97245156173
16345,7076.834623404093
16410,6979.226009390848
16333,7180.244131111828
16247,6986.7429547987795
16270,7323.4401570034415
